"journal","year","pubmed"
"Environ Health Perspect",2014,24659585
"Environ Health Perspect",2014,24659576
"Environ Health Perspect",2015,26340796
"Environ Health Perspect",2015,26219103
"Environ Health Perspect",2015,26091556
"Environ Health Perspect",2015,26008903
"Environ Health Perspect",2015,25978526
"Environ Health Perspect",2015,25956006
"Environ Health Perspect",2015,25933359
"Environ Health Perspect",2015,25870974
"Environ Health Perspect",2015,25742056
"Environ Health Perspect",2015,25712593
"Environ Health Perspect",2015,25712504
"Environ Health Perspect",2015,25626053
"Environ Health Perspect",2015,25625876
"Environ Health Perspect",2015,25625785
"Environ Health Perspect",2016,27152464
"Environ Health Perspect",2016,27448387
"Environ Health Perspect",2017,28982642
"Environ Health Perspect",2017,28934091
"Environ Health Perspect",2017,28886596
"Environ Health Perspect",2017,28799918
"Environ Health Perspect",2018,30073953
"Environ Health Perspect",2018,30024382
"Environ Health Perspect",2019,31850801
"Environ Health Perspect",2019,31148503
"Environ Health Perspect",2019,31017485
"Environ Health Perspect",2020,33355482
"Environ Health Perspect",2020,33284047
"Environ Health Perspect",2020,32783535
"Environ Health Perspect",2020,32378965
"Environ Health Perspect",2020,31903801
"Environ Health Perspect",2021,34128690
"Environ Health Perspect",2021,34038220
"Environ Health Perspect",2021,33844598
"Environ Health Perspect",2022,35536285
"Environ Health Perspect",2022,35475652
"Environ Health Perspect",2022,35234536
"Epidemiology",2012,22561117
"Epidemiology",2012,22531668
"Epidemiology",2012,22441545
"Epidemiology",2013,23903884
"Epidemiology",2013,23903882
"Epidemiology",2013,23883870
"Epidemiology",2013,23232621
"Epidemiology",2013,23222513
"Epidemiology",2014,25188557
"Epidemiology",2014,25061921
"Epidemiology",2014,25036432
"Epidemiology",2014,24776790
"Epidemiology",2014,24713883
"Epidemiology",2014,24713878
"Epidemiology",2014,24220191
"Epidemiology",2015,26360372
"Epidemiology",2015,26332052
"Epidemiology",2015,26133025
"Epidemiology",2015,26098935
"Epidemiology",2015,25978795
"Epidemiology",2017,28570388
"Epidemiology",2017,28410350
"Epidemiology",2018,30063543
"Epidemiology",2018,29889687
"Epidemiology",2018,29746370
"Epidemiology",2018,29394189
"Epidemiology",2018,28863045
"Epidemiology",2019,30789425
"Epidemiology",2021,34432720
"Epidemiology",2021,34183527
"Epidemiology",2021,33935136
"Epidemiology",2021,33591054
"Epidemiology",2021,33181564
"Epidemiology",2021,33181563
